x,y,showSelected,PANEL,group
0.603346490862997,0.501879391413465,Lmcd1,1,3815
0.597112732994726,0.500830715436773,Ces1g,1,9142
0.377605485757117,0.498906939729418,Zfp618,1,7537
0.60135947662116,0.498906939729418,Otx1,1,7837
0.604519124149386,0.498906939729418,Hspa13,1,5649
0.640889160116832,0.498719274704863,Sox6,1,4338
0.629070388531241,0.498231432408827,Lypd6,1,9848
0.398538046062926,0.49801636955638,Ly75,1,9117
0.397100017442057,0.497950085141256,Tgfb3,1,830
0.605598063889796,0.497650394247852,Igfbp2,1,9772
0.600382177647146,0.496706074864783,Chst1,1,9086
0.391896261167413,0.496682896346588,B3gnt9,1,7356
0.394663985246613,0.496579793848028,Matn2,1,1680
0.399517227273355,0.496118142479399,Fndc3a,1,4672
0.600198345890639,0.495571785651458,Acsl6,1,7722
0.61116781057842,0.494969860517233,Efnb2,1,1762
0.606498191170805,0.49402845494426,Six1,1,4827
0.613774498875468,0.492928477109782,Vcam1,1,156
0.592525513714602,0.492452292372037,Ahr,1,2988
0.379962464023142,0.492317302336421,St3gal6,1,8575
0.398501656158907,0.491346059735793,Mtm1,1,574
0.599469083848613,0.491346059735793,Ppargc1a,1,6946
0.386851658438505,0.490014296577785,Igf2bp3,1,2978
0.625553116084212,0.490014296577785,Ckb,1,9861
0.396647025878241,0.489166599808972,Fbln5,1,228
0.400084407846332,0.488380356163795,Itgb3bp,1,2127
0.63703266684039,0.488256923550493,Tspan12,1,9803
0.59266584489619,0.487052110716489,Id3,1,438
0.598765754841635,0.486618255885874,St8sia2,1,2002
0.405324554024995,0.486374757620462,Col6a2,1,4693
0.591777847583187,0.485147538283923,Sytl2,1,2552
0.596777067500762,0.485147538283923,Slc9a3r1,1,7932
0.376678588891542,0.484320281973894,Kitl,1,92
0.396259285176803,0.483961871373218,Antxr1,1,6372
0.592030694674902,0.483961871373218,Nes,1,1192
0.60235601623408,0.483517378110814,Flrt2,1,8005
0.5929350047035,0.482544265630932,Nuak1,1,8003
0.392706668512653,0.482544265630932,Gypc,1,3523
0.405853253320161,0.481638950154206,Col5a2,1,2895
0.399161275453588,0.481268469875779,Ccl7,1,2382
0.600640671448105,0.480881311383192,Foxf1,1,3149
0.405978108335672,0.480835964719484,Ctsl,1,9381
0.588522833409947,0.480835964719484,Tmem223,1,436
0.379941968559959,0.480574652866235,Dsp,1,4966
0.597222948393679,0.480414885128415,Itm2a,1,3411
0.378146942432427,0.48014289156852,Islr,1,1269
0.592663335247637,0.479537133573058,Timp3,1,1546
0.404160704508542,0.478479547716063,Il1rl1,1,2858
0.593326509877768,0.478479547716063,Magohb,1,9322
0.399423115452617,0.478205562250028,Sepp1,1,9492
0.590872701005072,0.478063434227586,Impact,1,120
0.390809792481344,0.477532254514623,Card10,1,9144
0.60824239691514,0.476782332533818,Dtna,1,1596
0.404568313261025,0.476782332533818,Fam114a1,1,742
0.393337217711594,0.476782332533818,Aldh2,1,7217
0.391305029795802,0.476430059346129,Cxcl10,1,1482
0.405758514087285,0.476382120609728,Cav1,1,9085
0.59430067179109,0.473347093695393,Slc38a1,1,115
0.588867491811226,0.471316524284391,Klf5,1,5887
0.597951583023566,0.471316524284391,Btc,1,2347
0.593442162848585,0.470895797226959,Tnc,1,303
0.404104446553479,0.470329939530458,Mylip,1,3975
0.584973772081247,0.469943843621859,Col4a5,1,4153
0.405611072234796,0.469839090981641,Tpm2,1,1803
0.589418987080747,0.469121422385132,Hs6st1,1,754
0.405575518880295,0.469063494388919,Nfkb1,1,4986
0.59682433254851,0.46821320026377,Tenm4,1,7089
0.614805755293372,0.467742532504443,Pcdh7,1,4960
0.409384956246369,0.467583351734784,Col6a1,1,8971
0.591305197105706,0.467295851961535,Rims2,1,3062
0.592091135377554,0.466896525100501,Gjb3,1,474
0.588883595389441,0.465506907368677,Dpt,1,1304
0.40175227844718,0.465506907368677,Smim20,1,7683
0.588925632002704,0.465426109848733,Zfp422,1,9367
0.375485251004591,0.464231128247899,Riok3,1,44
0.584702311762765,0.463825784914647,Pparg,1,2144
0.386303718504433,0.46270010252297,Mest,1,3271
0.586843251115853,0.462673813077689,Ccdc80,1,3654
0.598292267814636,0.462037767829747,Cdc42ep3,1,2991
0.584825493679241,0.461156844619419,Fam107b,1,555
0.585850057701003,0.460620264335129,Wisp1,1,8973
0.595183440669608,0.460504541730974,Ptprk,1,3264
0.378526735913447,0.460504541730974,Gm10567,1,8159
0.585174543965487,0.457688326583204,Hspb6,1,7568
0.391968413563312,0.45668822992181,Hoxa5,1,8579
0.40400698853467,0.45668822992181,1700023H06Rik,1,6289
0.397326722361345,0.456560477717597,Tanc2,1,7238
0.613441761304817,0.456560477717597,Garem,1,7682
0.5966415464789,0.456560477717597,Nacc2,1,682
0.58151338500142,0.455654292013792,F2r,1,7787
0.600541540330261,0.455594462159811,Ism1,1,7715
0.585444958597073,0.455041744830634,Tln2,1,5508
0.400886031421636,0.454703379769603,Hoxb13,1,1737
0.592470510583815,0.454559462077775,Foxred2,1,7052
0.401096005350571,0.454559462077775,Baiap2l1,1,3957
0.599523668704641,0.454559462077775,Scara3,1,4726
0.407294837276479,0.45454821845922,Sesn3,1,9112
0.406184108654398,0.45454821845922,Loxl4,1,2345
0.410070717713476,0.454042283065866,Ccnb2,1,9320
0.414115852906152,0.454017470573282,Hist1h1c,1,201
0.599180265127639,0.453950051120779,Syt11,1,5583
0.397638127919296,0.451375039667739,Pctp,1,2251
0.406513918301737,0.450876935357386,Enpp2,1,110
0.411525059049939,0.450757450722,Fam3c,1,1056
0.594794236006513,0.450559818316107,Prkg2,1,2441
0.589262343183565,0.45002393905622,Chst11,1,5420
0.41105868269384,0.449028579199813,Mecom,1,2846
0.407817680725021,0.449028579199813,Ttc39a,1,9875
0.58169972640648,0.448748210470312,Rgs16,1,4346
0.407976206858618,0.448748210470312,Psd3,1,1406
0.580981339508184,0.448748210470312,Angptl4,1,670
0.400694252444711,0.448346931338219,Ssh3,1,8870
0.589080602800852,0.448188503945008,Cd34,1,190
0.39675117629319,0.448186905954752,Sbsn,1,8131
0.402339536208582,0.448110636493549,Fbxo17,1,2604
0.583748436175245,0.447890042186848,Npl,1,3683
0.410785549276322,0.447177478904254,Dzip1,1,2533
0.589127240436461,0.447177478904254,Ccrl1,1,4371
0.408709442510853,0.446761698937411,Pdk1,1,3474
0.587885591814865,0.446754364947592,Ar,1,3129
0.412421630995498,0.445940085744688,Ell2,1,9298
0.406300807312112,0.444890272179285,Snai1,1,9002
0.39719580236183,0.44442250934657,Srpx2,1,5029
0.414456746834601,0.44442250934657,Mfhas1,1,5461
0.411626490678956,0.444041235863988,Rbpj,1,1118
0.406389690698364,0.443988163457423,Nfatc4,1,3307
0.597287780981298,0.443713432216369,Zbtb20,1,2751
0.579582210439887,0.443524314306461,Lrch2,1,7689
0.414619455715787,0.443515772266138,Ror2,1,3327
0.415320693348971,0.443219425298019,Gulp1,1,6400
0.589046095133248,0.442259248088968,Aif1l,1,3681
0.587895839546456,0.442201396114103,Arhgap24,1,3912
0.395510364221112,0.441462993674606,Npr2,1,4794
0.596370086160418,0.440985674071098,Celf2,1,3531
0.405410718625315,0.440369986080242,Csgalnact1,1,9527
0.599597075924816,0.440096634795848,Myl9,1,9573
0.414831102743757,0.437582540934019,Ctsh,1,1226
0.593222986874956,0.437357265709452,Otud1,1,9628
0.599627400844831,0.436643598909829,Kcnab1,1,8949
0.578656986673348,0.435261240169794,Hsd17b7,1,1020
0.601838610357403,0.43499887139831,Tbx20,1,2814
0.593724707448177,0.433091023328891,Cotl1,1,163
0.587588407598714,0.432582776537457,Flt1,1,1627
0.408020125708296,0.432550814852416,D8Ertd82e,1,8464
0.416304893856506,0.432550814852416,Cdyl2,1,6151
0.393171371769716,0.432089449419309,Mtus1,1,7602
0.408876961551766,0.43182256653764,Serf1,1,7008
0.399952233022541,0.431792470971086,Papss2,1,2710
0.401219396404426,0.431756798529698,Rab3il1,1,1896
0.407141957852126,0.431541544157806,Pax8,1,1163
0.589284930020541,0.431020769142242,Snx6,1,4031
0.411424045695681,0.430768891048409,Rgcc,1,1076
0.417334477175374,0.430768891048409,Slco2a1,1,2218
0.576620406872589,0.429909258789967,Nsdhl,1,249
0.420884375053591,0.429879995022889,Plcd1,1,457
0.408393017655796,0.429192090988936,Slc9a3r2,1,5444
0.582093322954542,0.428940638699497,Plxna2,1,5745
0.41723911053036,0.42771788574554,Ppp1r3c,1,4211
0.409408797907622,0.42771788574554,Fam132a,1,802
0.414111461021184,0.426667221928004,Pax9,1,2392
0.405954475811798,0.426260121994709,Gas2,1,5523
0.4088217492836,0.426219957520831,Bcl3,1,1129
0.582452411835001,0.425819242780672,Fjx1,1,3030
0.583634874578222,0.425037860341687,Wnt4,1,9303
0.39748252970901,0.424392350867511,Procr,1,2126
0.5918092181901,0.424302870517932,Cp,1,844
0.404808193835215,0.42358692703052,Pink1,1,8415
0.587204222232726,0.422536992021391,Pvr,1,3535
0.576525667639713,0.422469137754001,Mmd,1,3354
0.419658411735451,0.421298953051625,Pdlim4,1,1046
0.42147267850189,0.42115309965251,C1qtnf6,1,6335
0.413267382557859,0.420630440064015,Aig1,1,2132
0.421558424827451,0.420564063297434,Mgst2,1,9553
0.418415926564337,0.420027871743701,Nudt4,1,1300
0.41324542313302,0.419520929567885,Cnksr3,1,6911
0.574860306687419,0.419520929567885,Pdlim2,1,3552
0.572818289314795,0.418898003247698,Pdgfd,1,4440
0.408293259125814,0.418653967640697,2210016F16Rik,1,5189
0.58489409073969,0.417964548314236,Vav3,1,666
0.413085223900387,0.416938109319681,Afap1,1,7661
0.578107791915,0.416730549873329,Nup210,1,890
0.585335161472879,0.416288898186783,Flt4,1,2490
0.582969190299539,0.415773800977746,Ntn1,1,3133
0.59051152075082,0.415773800977746,Pid1,1,7717
0.574660371352696,0.41430427455596,Perp,1,273
0.589484237943125,0.413775526875294,Id2,1,2937
0.403143460295059,0.409897560346377,Hhat,1,4212
0.41307351220714,0.409897560346377,Tslp,1,9202
0.400168690210237,0.408855273630132,Stat5a,1,2505
0.425471594333715,0.408097940018249,Rcn3,1,3732
0.574057219150459,0.407613202292993,Pkp2,1,1974
0.418082143306788,0.407613202292993,2610005L07Rik,1,5474
0.423385658111414,0.407540903572772,Col3a1,1,5015
0.423810416129009,0.407540903572772,Rspo2,1,5839
0.605590534944137,0.407443148543091,Rnf128,1,1208
0.414410945748509,0.406558200527727,Taf15,1,7935
0.416078398074597,0.406132139904732,Wnt6,1,1792
0.584039555407393,0.405929828979522,Gpc6,1,1784
0.423728434276278,0.405755221756249,Snord123,1,5469
0.573235100111972,0.405413418303944,Fam211b,1,10035
0.408044385644308,0.404989795567554,B4galnt1,1,1367
0.583994381733439,0.403531789028618,Fzd3,1,1925
0.57462314489916,0.403353898893902,Col5a3,1,1789
0.425553157911688,0.40310516806899,Ogn,1,1771
0.577482052875785,0.40310516806899,Scn5a,1,2807
0.412058150230072,0.402690710573944,Mmp9,1,286
0.581283124746682,0.402690710573944,B230217C12Rik,1,5284
0.407787983217143,0.402690710573944,Gpr153,1,4705
0.423058148975248,0.402621454963081,Peg3,1,786
0.421299303614354,0.401459491005961,Soga2,1,5481
0.425719212990945,0.401225569797044,Pgm3,1,5148
0.567488632337742,0.401085461370636,Tmsb4x,1,117
0.584805625628196,0.400642174134041,Hs6st2,1,2230
0.568702674825255,0.399884973231051,Tpm3,1,4820
0.425880667047854,0.39944163478721,H60a,1,8204
0.573116937492602,0.39910515043661,Trim16,1,9526
0.392060224872876,0.398581578922179,Socs2,1,1302
0.568501902941015,0.398278548835456,Magi3,1,2282
0.581594948579392,0.39826820646825,Tceal1,1,3835
0.418653506627354,0.39826324135605,Acer3,1,5657
0.411170362054448,0.39826324135605,Zfp871,1,6858
0.419660503109245,0.39793517770094,Arntl2,1,4318
0.408592116441,0.397695629206775,Ebf3,1,5194
0.420599948217585,0.396740873308041,Sec23a,1,3295
0.398948164463962,0.396740873308041,Rassf5,1,2990
0.569498442553935,0.396629785428221,Tnfaip6,1,1255
0.579004782135318,0.39615303994949,Fam84b,1,7012
0.421105433263635,0.396043104070027,Eid1,1,428
0.573666968800467,0.396000395790664,Palld,1,4806
0.427849904612441,0.395925391162848,Kdelr3,1,1317
0.40678203242215,0.395707039156747,Slc12a2,1,906
0.574891677294331,0.395108441886206,Siglecg,1,7474
0.566955750294988,0.394717913720244,Ebp,1,453
0.569819050156581,0.392990816696182,Carns1,1,4778
0.569978412839697,0.392908424199399,Tlr3,1,3051
0.569775131306903,0.392694985622063,Cd109,1,4218
0.420465682019999,0.392694985622063,Dancr,1,9961
0.424979284942569,0.392677470405905,Kdm5b,1,4776
0.57241130797445,0.392677470405905,Ano1,1,4542
0.424626679320872,0.392297806511451,Ampd3,1,2958
0.428248520457609,0.39223408409992,Ccl5,1,1125
0.419266697423804,0.392005556251988,Birc3,1,2459
0.426750051134089,0.391482190857062,Abca5,1,7075
0.41452157942222,0.390907777273509,Ccl9,1,1050
0.419230725794544,0.390869114253612,Dusp6,1,87
0.572278087463762,0.390638506984792,Vdr,1,1149
0.427743871961077,0.390531825922326,Calhm2,1,712
0.423180494342206,0.390531825922326,Cpq,1,356
0.57146830753066,0.390531825922326,Fam189a2,1,7302
0.567815095787011,0.390531825922326,Csf1,1,4033
0.567534015149075,0.390387665479261,Chrna5,1,4881
0.400839812060785,0.390387665479261,Serpine2,1,452
0.417820094170379,0.39000346557074,Nfia,1,2348
0.422489504440614,0.389996430467334,Gcnt1,1,9151
0.426630424553063,0.389868858706983,Dap,1,3495
0.578085414215402,0.389596240566062,Mt3,1,2087
0.590324551933621,0.389388653049323,Herc3,1,6172
0.399213350661062,0.388502077410813,Fmn1,1,4981
0.421122582528747,0.388433663857563,Rcan1,1,422
0.423644570187132,0.38841891456273,Tbc1d16,1,7422
0.398195688172821,0.38833816553063,Prrx1,1,4170
0.424854220789678,0.388008056513255,Sh3pxd2a,1,2795
0.568471159746241,0.387976095838822,Car13,1,2419
0.423852661879651,0.387667550091348,Mfap5,1,1271
0.419564927326852,0.38727283773439,Slco4a1,1,7936
0.56740330428694,0.387223474742793,Ssfa2,1,3415
0.423058985524765,0.387083430872821,Bcap29,1,635
0.575993622146477,0.386848714693739,Mr1,1,2657
0.567615578727047,0.386533379693756,5730559C18Rik,1,7574
0.570307385937519,0.385858063305213,Porcn,1,3667
0.421068625084857,0.384569470011906,Adamts1,1,9294
0.566673623970155,0.383015271717354,Dhcr7,1,8979
0.565197114071474,0.382878209036972,Ggh,1,1746
0.571510971556062,0.382301731511897,Tcf4,1,478
0.570386649004318,0.382248199522876,Cdsn,1,7271
0.428596943331717,0.381479418935478,Ak5,1,4452
0.575136786303007,0.380647547750488,Cxcl12,1,885
0.417135796664928,0.380646813073143,Phyh,1,10186
0.571661759606621,0.380560315495932,Zswim6,1,7211
0.60071052333283,0.380537599944079,Lancl3,1,7777
0.43082948485699,0.38034166984873,Fbln1,1,2939
0.425149731906793,0.379539010346374,Pmepa1,1,3018
0.409224338738977,0.379009816015123,Sorbs1,1,787
0.429490796491344,0.379009816015123,P4ha2,1,681
0.420804484574654,0.378391362109799,Amacr,1,707
0.573771955764935,0.378033041291491,Shox2,1,2079
0.407904263600099,0.377872861779118,Gpc4,1,2305
0.575049366878411,0.377872861779118,Wwc1,1,1900
0.567655733103896,0.377786941506813,Lurap1l,1,5208
0.571904149829365,0.377153628361188,Abcg2,1,3093
0.424163440025465,0.376877741538709,Sox4,1,1568
0.561445607759499,0.376472755876118,2200002D01Rik,1,5320
0.430742065432394,0.376303722283811,Htra1,1,490
0.404618087957326,0.376143303635721,Evi2a,1,8587
0.403831940548099,0.376143303635721,Cdc42ep5,1,1392
0.414904719101312,0.375886655390236,Aplp2,1,2652
0.418439559088211,0.375015096377099,H19,1,8896
0.563545556186221,0.374863303637543,Xaf1,1,8564
0.427561713303605,0.374863303637543,Gfpt1,1,1466
0.394479735215347,0.374849574824058,Lifr,1,4017
0.582426478799953,0.374576753032099,Ptprf,1,2188
